node_id,text
1342,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1343,Now is the winter of our discontent.
1344,For ever and a day.
1345,O! she doth teach the torches to burn bright.
1346,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1347,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1348,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1349,Can one desire too much of a good thing?.
1350,Now is the winter of our discontent.
1351,The king's name is a tower of strength.
1352,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1353,That it should come to this!.
1354,Off with his head!
1355,Not stepping o'er the bounds of modesty.
1356,I like this place and willingly could waste my time in it.
1357,Now is the winter of our discontent.
1358,The king's name is a tower of strength.
1359,Not stepping o'er the bounds of modesty.
1360,What's in a name? That which we call a rose by any other name would smell as sweet.
1361,"I will speak daggers to her, but use none."
1362,Brevity is the soul of wit.
1363,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1364,"And it must follow, as the night the day, thou canst not then be false to any man."
1365,For ever and a day.
1366,O! she doth teach the torches to burn bright.
1367,Do you think I am easier to be played on than a pipe?
1368,"O Romeo, Romeo! wherefore art thou Romeo?."
1369,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1370,Wisely and slow; they stumble that run fast.
1371,I like this place and willingly could waste my time in it.
1372,Can one desire too much of a good thing?.
1373,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1374,Now is the winter of our discontent.
1375,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1376,"And it must follow, as the night the day, thou canst not then be false to any man."
1377,A horse! a horse! my kingdom for a horse!.
1378,"It is the east, and Juliet is the sun."
1379,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1380,"So wise so young, they say, do never live long."
1381,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1382,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1383,"An honest tale speeds best, being plainly told."
1384,Tempt not a desperate man.
1385,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1386,Can one desire too much of a good thing?.
1387,Do you think I am easier to be played on than a pipe?
1388,How bitter a thing it is to look into happiness through another man's eyes!
1389,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1390,That it should come to this!.
1391,What's in a name? That which we call a rose by any other name would smell as sweet.
1392,Tempt not a desperate man.
1393,Can one desire too much of a good thing?.
1394,"O Romeo, Romeo! wherefore art thou Romeo?."
1395,That it should come to this!.
1396,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1397,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1398,"So wise so young, they say, do never live long."
1399,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1400,"An honest tale speeds best, being plainly told."
1401,Now is the winter of our discontent.
1402,Can one desire too much of a good thing?.
1403,Off with his head!
1404,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1405,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1406,The king's name is a tower of strength.
1407,Rich gifts wax poor when givers prove unkind.
1408,Wisely and slow; they stumble that run fast.
1409,I like this place and willingly could waste my time in it.
1410,O! she doth teach the torches to burn bright.
1411,Tempt not a desperate man.
1412,"And it must follow, as the night the day, thou canst not then be false to any man."
1413,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1414,"And it must follow, as the night the day, thou canst not then be false to any man."
1415,"To be, or not to be: that is the question."
1416,The play 's the thing wherein I'll catch the conscience of the king.
1417,"It is the east, and Juliet is the sun."
1418,Not stepping o'er the bounds of modesty.
1419,The king's name is a tower of strength.
1420,True is it that we have seen better days.
1421,"When sorrows come, they come not single spies, but in battalions."
1422,Can one desire too much of a good thing?.
1423,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1424,For you and I are past our dancing days.
1425,Off with his head!
1426,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1427,Brevity is the soul of wit.
1428,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1429,"A little more than kin, and less than kind."
1430,The king's name is a tower of strength.
1431,"O Romeo, Romeo! wherefore art thou Romeo?."
1432,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1433,"So wise so young, they say, do never live long."
1434,For ever and a day.
1435,Not stepping o'er the bounds of modesty.
1436,Brevity is the soul of wit.
1437,What's in a name? That which we call a rose by any other name would smell as sweet.
1438,"An honest tale speeds best, being plainly told."
1439,True is it that we have seen better days.
1440,"The lady doth protest too much, methinks."
1441,"To be, or not to be: that is the question."
1442,"To be, or not to be: that is the question."
1443,Rich gifts wax poor when givers prove unkind.
1444,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1445,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1446,Can one desire too much of a good thing?.
1447,"So wise so young, they say, do never live long."
1448,"An honest tale speeds best, being plainly told."
1449,For ever and a day.
1450,Not stepping o'er the bounds of modesty.
1451,Wisely and slow; they stumble that run fast.
1452,I like this place and willingly could waste my time in it.
1453,"An honest tale speeds best, being plainly told."
1454,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1455,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1456,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1457,For you and I are past our dancing days.
1458,"To be, or not to be: that is the question."
1459,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1460,For you and I are past our dancing days.
1461,"To be, or not to be: that is the question."
1462,Can one desire too much of a good thing?.
1463,The king's name is a tower of strength.
1464,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1465,O! she doth teach the torches to burn bright.
1466,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1467,How bitter a thing it is to look into happiness through another man's eyes!
1468,"I will speak daggers to her, but use none."
1469,This above all: to thine own self be true.
1470,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1471,Not stepping o'er the bounds of modesty.
1472,The king's name is a tower of strength.
1473,Off with his head!
1474,"It is the east, and Juliet is the sun."
1475,The play 's the thing wherein I'll catch the conscience of the king.
1476,Can one desire too much of a good thing?.
1477,What's in a name? That which we call a rose by any other name would smell as sweet.
1478,"Though this be madness, yet there is method in 't."
1479,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1480,"To be, or not to be: that is the question."
1481,In my mind's eye.
1482,"To be, or not to be: that is the question."
1483,For you and I are past our dancing days.
1484,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1485,Do you think I am easier to be played on than a pipe?
1486,"So wise so young, they say, do never live long."
1487,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1488,Brevity is the soul of wit.
1489,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1490,Can one desire too much of a good thing?.
1491,For you and I are past our dancing days.
1492,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1493,In my mind's eye.
1494,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1495,I like this place and willingly could waste my time in it.
1496,Do you think I am easier to be played on than a pipe?
1497,Off with his head!
1498,"The lady doth protest too much, methinks."
1499,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1500,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1501,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1502,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1503,A horse! a horse! my kingdom for a horse!.
1504,"An honest tale speeds best, being plainly told."
1505,Now is the winter of our discontent.
1506,In my mind's eye.
1507,Rich gifts wax poor when givers prove unkind.
1508,"The lady doth protest too much, methinks."
1509,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1510,This above all: to thine own self be true.
1511,"To be, or not to be: that is the question."
1512,Wisely and slow; they stumble that run fast.
1513,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1514,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1515,"So wise so young, they say, do never live long."
1516,Wisely and slow; they stumble that run fast.
1517,For you and I are past our dancing days.
1518,O! she doth teach the torches to burn bright.
1519,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1520,"It is the east, and Juliet is the sun."
1521,Tempt not a desperate man.
1522,"An honest tale speeds best, being plainly told."
1523,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1524,Tempt not a desperate man.
1525,For ever and a day.
1526,What's in a name? That which we call a rose by any other name would smell as sweet.
1527,Wisely and slow; they stumble that run fast.
1528,Now is the winter of our discontent.
1529,Rich gifts wax poor when givers prove unkind.
1530,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1531,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1532,Do you think I am easier to be played on than a pipe?
1533,A horse! a horse! my kingdom for a horse!.
1534,O! she doth teach the torches to burn bright.
1535,"A little more than kin, and less than kind."
1536,This above all: to thine own self be true.
1537,"So wise so young, they say, do never live long."
1538,"It is the east, and Juliet is the sun."
1539,"O Romeo, Romeo! wherefore art thou Romeo?."
1540,Now is the winter of our discontent.
1541,The king's name is a tower of strength.
1542,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1543,"A little more than kin, and less than kind."
1544,This above all: to thine own self be true.
1545,The king's name is a tower of strength.
1546,"When sorrows come, they come not single spies, but in battalions."
1547,"So wise so young, they say, do never live long."
1548,Wisely and slow; they stumble that run fast.
1549,Now is the winter of our discontent.
1550,Rich gifts wax poor when givers prove unkind.
1551,Not stepping o'er the bounds of modesty.
1552,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1553,"The lady doth protest too much, methinks."
1554,That it should come to this!.
1555,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1556,Brevity is the soul of wit.
1557,Can one desire too much of a good thing?.
1558,This above all: to thine own self be true.
1559,For you and I are past our dancing days.
1560,A horse! a horse! my kingdom for a horse!.
1561,How bitter a thing it is to look into happiness through another man's eyes!
1562,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1563,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1564,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1565,The king's name is a tower of strength.
1566,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1567,Rich gifts wax poor when givers prove unkind.
1568,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1569,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1570,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1571,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1572,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1573,Tempt not a desperate man.
1574,Rich gifts wax poor when givers prove unkind.
1575,Rich gifts wax poor when givers prove unkind.
1576,A horse! a horse! my kingdom for a horse!.
1577,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1578,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1579,The play 's the thing wherein I'll catch the conscience of the king.
1580,"An honest tale speeds best, being plainly told."
1581,Tempt not a desperate man.
1582,Off with his head!
1583,"So wise so young, they say, do never live long."
1584,"It is the east, and Juliet is the sun."
1585,For ever and a day.
1586,For you and I are past our dancing days.
1587,A horse! a horse! my kingdom for a horse!.
1588,The play 's the thing wherein I'll catch the conscience of the king.
1589,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1590,O! she doth teach the torches to burn bright.
1591,Wisely and slow; they stumble that run fast.
1592,"A little more than kin, and less than kind."
1593,I like this place and willingly could waste my time in it.
1594,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1595,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1596,Now is the winter of our discontent.
1597,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1598,"O Romeo, Romeo! wherefore art thou Romeo?."
1599,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1600,"O Romeo, Romeo! wherefore art thou Romeo?."
1601,True is it that we have seen better days.
1602,The play 's the thing wherein I'll catch the conscience of the king.
1603,For you and I are past our dancing days.
1604,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1605,Do you think I am easier to be played on than a pipe?
1606,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1607,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1608,I like this place and willingly could waste my time in it.
1609,True is it that we have seen better days.
1610,What's in a name? That which we call a rose by any other name would smell as sweet.
1611,"The lady doth protest too much, methinks."
1612,"O Romeo, Romeo! wherefore art thou Romeo?."
1613,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1614,"There is nothing either good or bad, but thinking makes it so."
1615,A horse! a horse! my kingdom for a horse!.
1616,O! she doth teach the torches to burn bright.
1617,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1618,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1619,Now is the winter of our discontent.
1620,"So wise so young, they say, do never live long."
1621,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1622,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1623,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1624,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1625,"An honest tale speeds best, being plainly told."
1626,For you and I are past our dancing days.
1627,"Though this be madness, yet there is method in 't."
1628,"O Romeo, Romeo! wherefore art thou Romeo?."
1629,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1630,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1631,For you and I are past our dancing days.
1632,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1633,I like this place and willingly could waste my time in it.
1634,The play 's the thing wherein I'll catch the conscience of the king.
1635,"When sorrows come, they come not single spies, but in battalions."
1636,A horse! a horse! my kingdom for a horse!.
1637,The king's name is a tower of strength.
1638,This above all: to thine own self be true.
1639,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1640,Brevity is the soul of wit.
1641,"It is the east, and Juliet is the sun."
1642,Wisely and slow; they stumble that run fast.
1643,Brevity is the soul of wit.
1644,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1645,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1646,For you and I are past our dancing days.
1647,A horse! a horse! my kingdom for a horse!.
1648,Can one desire too much of a good thing?.
1649,Wisely and slow; they stumble that run fast.
1650,How bitter a thing it is to look into happiness through another man's eyes!
